App源码文件路径,行号,函数名称,描述
input/app/ohbili/entry/src/main/ets/pages/Splash.ets,29,aboutToAppear,组件即将显示时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/pages/Splash.ets,92,onPageShow,页面显示时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/pages/Splash.ets,97,build,ArkUI 组件的 UI 构建入口函数
input/app/ohbili/entry/src/main/ets/pages/TopSearch.ets,26,aboutToAppear,组件即将显示时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/pages/TopSearch.ets,33,build,ArkUI 组件的 UI 构建入口函数
input/app/ohbili/entry/src/main/ets/pages/Video.ets,45,aboutToAppear,组件即将显示时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/pages/Video.ets,85,onPageShow,页面显示时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/pages/Video.ets,90,onPageHide,页面隐藏时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/pages/Video.ets,102,aboutToDisappear,组件即将消失时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/pages/Video.ets,139,build,ArkUI 组件的 UI 构建入口函数
input/app/ohbili/entry/src/main/ets/entryability/EntryAbility.ets,15,onCreate,UIAbility 创建时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/entryability/EntryAbility.ets,37,onDestroy,UIAbility 销毁时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/entryability/EntryAbility.ets,42,onWindowStageCreate,WindowStage 创建时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/entryability/EntryAbility.ets,65,onWindowStageDestroy,WindowStage 销毁时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/entryability/EntryAbility.ets,70,onForeground,UIAbility 切换到前台时触发的生命周期函数
input/app/ohbili/entry/src/main/ets/entryability/EntryAbility.ets,75,onBackground,UIAbility 切换到后台时触发的生命周期函数
